sample_id,file_path,language,smell_type,entity_name,ground_truth
MLCQ_9102911_DataClass,com.oracle.truffle.r.nodes.builtin/src/com/oracle/truffle/r/nodes/builtin/base/IsATTY.java,java,DataClass,IsATTY,0
MLCQ_7633445_LargeClass,plugins/org.springframework.ide.eclipse.beans.core/src/org/springframework/ide/eclipse/beans/core/internal/model/BeansModelUtils.java,java,LargeClass,ModelElementDetermingModelVisitor,0
MLCQ_7633445_DataClass,plugins/org.springframework.ide.eclipse.beans.core/src/org/springframework/ide/eclipse/beans/core/internal/model/BeansModelUtils.java,java,DataClass,ModelElementDetermingModelVisitor,0
MLCQ_4237161_LongMethod,src/main/java/org/apache/commons/dbutils/ResultSetIterator.java,java,LongMethod,hasNext,0
MLCQ_4237161_FeatureEnvy,src/main/java/org/apache/commons/dbutils/ResultSetIterator.java,java,FeatureEnvy,hasNext,0
MLCQ_6289735_FeatureEnvy,jetty-util/src/main/java/org/eclipse/jetty/util/thread/ReservedThreadExecutor.java,java,FeatureEnvy,getIdleTimeoutMs,0
MLCQ_6289735_LongMethod,jetty-util/src/main/java/org/eclipse/jetty/util/thread/ReservedThreadExecutor.java,java,LongMethod,getIdleTimeoutMs,0
MLCQ_9119349_LongMethod,UI/org.eclipse.birt.report.designer.ui/src/org/eclipse/birt/report/designer/internal/ui/swt/custom/CLabel.java,java,LongMethod,computeSize,0
MLCQ_9119349_FeatureEnvy,UI/org.eclipse.birt.report.designer.ui/src/org/eclipse/birt/report/designer/internal/ui/swt/custom/CLabel.java,java,FeatureEnvy,computeSize,0
MLCQ_7689561_LargeClass,headless-services/commons/commons-cf/src/main/java/org/springframework/ide/vscode/commons/cloudfoundry/client/CFRouteImpl.java,java,LargeClass,CFRouteImpl,0
MLCQ_7689561_DataClass,headless-services/commons/commons-cf/src/main/java/org/springframework/ide/vscode/commons/cloudfoundry/client/CFRouteImpl.java,java,DataClass,CFRouteImpl,1
MLCQ_6432034_LongMethod,opc-ua-sdk/sdk-server/src/main/java/org/eclipse/milo/opcua/sdk/server/model/nodes/objects/OperationLimitsNode.java,java,LongMethod,getMaxNodesPerHistoryUpdateDataNode,0
MLCQ_6432034_FeatureEnvy,opc-ua-sdk/sdk-server/src/main/java/org/eclipse/milo/opcua/sdk/server/model/nodes/objects/OperationLimitsNode.java,java,FeatureEnvy,getMaxNodesPerHistoryUpdateDataNode,0
MLCQ_4928800_DataClass,src/core/org/apache/jmeter/gui/TreeState.java,java,DataClass,TreeState,0
MLCQ_4928800_LargeClass,src/core/org/apache/jmeter/gui/TreeState.java,java,LargeClass,TreeState,0
MLCQ_7982015_LongMethod,org.eclipse.xtext.ui.tests/src-gen/org/eclipse/xtext/ui/tests/editor/contentassist/tests/Bug288734TestLanguageInjectorProvider.java,java,LongMethod,createRuntimeModule,0
MLCQ_7982015_FeatureEnvy,org.eclipse.xtext.ui.tests/src-gen/org/eclipse/xtext/ui/tests/editor/contentassist/tests/Bug288734TestLanguageInjectorProvider.java,java,FeatureEnvy,createRuntimeModule,0
MLCQ_3804285_LongMethod,example/sequence-split-merge/src/main/java/org/apache/storm/starter/tools/Rankings.java,java,LongMethod,findRankOf,0
MLCQ_3804285_FeatureEnvy,example/sequence-split-merge/src/main/java/org/apache/storm/starter/tools/Rankings.java,java,FeatureEnvy,findRankOf,0
MLCQ_4191189_LargeClass,cayenne-server/src/main/java/org/apache/cayenne/reflect/IdMapKeyAccessor.java,java,LargeClass,IdMapKeyAccessor,0
MLCQ_4191189_DataClass,cayenne-server/src/main/java/org/apache/cayenne/reflect/IdMapKeyAccessor.java,java,DataClass,IdMapKeyAccessor,0
MLCQ_4132083_LongMethod,core/src/main/java/org/apache/calcite/sql/SqlSetOperator.java,java,LongMethod,SqlSetOperator,0
MLCQ_4132083_FeatureEnvy,core/src/main/java/org/apache/calcite/sql/SqlSetOperator.java,java,FeatureEnvy,SqlSetOperator,0
MLCQ_4753103_LongMethod,gobblin-core/src/main/java/org/apache/gobblin/converter/string/StringToBytesConverter.java,java,LongMethod,convertSchema,0
MLCQ_4753103_FeatureEnvy,gobblin-core/src/main/java/org/apache/gobblin/converter/string/StringToBytesConverter.java,java,FeatureEnvy,convertSchema,0
MLCQ_4693914_LongMethod,helix-core/src/main/java/org/apache/helix/common/caches/TaskDataCache.java,java,LongMethod,getJobContext,0
MLCQ_4693914_FeatureEnvy,helix-core/src/main/java/org/apache/helix/common/caches/TaskDataCache.java,java,FeatureEnvy,getJobContext,0
MLCQ_4199164_LargeClass,maven-plugins/cayenne-maven-plugin/src/main/java/org/apache/cayenne/tools/CayenneGeneratorMojo.java,java,LargeClass,CayenneGeneratorMojo,1
MLCQ_4199164_DataClass,maven-plugins/cayenne-maven-plugin/src/main/java/org/apache/cayenne/tools/CayenneGeneratorMojo.java,java,DataClass,CayenneGeneratorMojo,0
MLCQ_5243521_FeatureEnvy,lib/server-tecsvc/src/main/java/org/apache/olingo/server/tecsvc/data/DataCreator.java,java,FeatureEnvy,createETStreamOnComplexProp,0
MLCQ_5243521_LongMethod,lib/server-tecsvc/src/main/java/org/apache/olingo/server/tecsvc/data/DataCreator.java,java,LongMethod,createETStreamOnComplexProp,1
MLCQ_6685037_LargeClass,core/bundles/org.eclipse.wst.sse.ui/src/org/eclipse/wst/sse/ui/internal/SSEUIMessages.java,java,LargeClass,SSEUIMessages,0
MLCQ_6685037_DataClass,core/bundles/org.eclipse.wst.sse.ui/src/org/eclipse/wst/sse/ui/internal/SSEUIMessages.java,java,DataClass,SSEUIMessages,0
MLCQ_8044367_LargeClass,org.eclipse.xtext.ui.tests/src-gen/org/eclipse/xtext/ui/tests/editor/contentassist/services/BacktrackingContentAssistTestLanguageGrammarAccess.java,java,LargeClass,IteratorVariableElements,0
MLCQ_8044367_DataClass,org.eclipse.xtext.ui.tests/src-gen/org/eclipse/xtext/ui/tests/editor/contentassist/services/BacktrackingContentAssistTestLanguageGrammarAccess.java,java,DataClass,IteratorVariableElements,1
MLCQ_7355243_LongMethod,source/com.microsoft.tfs.client.common.ui/src/com/microsoft/tfs/client/common/ui/controls/teamexplorer/TeamExplorerControl.java,java,LongMethod,createAction,1
MLCQ_7355243_FeatureEnvy,source/com.microsoft.tfs.client.common.ui/src/com/microsoft/tfs/client/common/ui/controls/teamexplorer/TeamExplorerControl.java,java,FeatureEnvy,createAction,1
MLCQ_5355489_LongMethod,nifi-nar-bundles/nifi-media-bundle/nifi-media-processors/src/main/java/org/apache/nifi/processors/media/ExtractMediaMetadata.java,java,LongMethod,tika_parse,1
MLCQ_5355489_FeatureEnvy,nifi-nar-bundles/nifi-media-bundle/nifi-media-processors/src/main/java/org/apache/nifi/processors/media/ExtractMediaMetadata.java,java,FeatureEnvy,tika_parse,1
MLCQ_5602164_LongMethod,src/ooxml/testcases/org/apache/poi/xssf/model/TestCommentsTable.java,java,LongMethod,writeRead,1
MLCQ_5602164_FeatureEnvy,src/ooxml/testcases/org/apache/poi/xssf/model/TestCommentsTable.java,java,FeatureEnvy,writeRead,1
MLCQ_4281055_LargeClass,crunch-core/src/main/java/org/apache/crunch/io/parquet/AvroParquetFileTarget.java,java,LargeClass,CrunchAvroWriteSupport,0
MLCQ_4281055_DataClass,crunch-core/src/main/java/org/apache/crunch/io/parquet/AvroParquetFileTarget.java,java,DataClass,CrunchAvroWriteSupport,0
MLCQ_5470714_LongMethod,broker-core/src/main/java/org/apache/qpid/server/util/CachingUUIDFactory.java,java,LongMethod,cacheIfNecessary,0
MLCQ_5470714_FeatureEnvy,broker-core/src/main/java/org/apache/qpid/server/util/CachingUUIDFactory.java,java,FeatureEnvy,cacheIfNecessary,0
MLCQ_9471363_LongMethod,hadoop-tools/hadoop-openstack/src/main/java/org/apache/hadoop/fs/swift/http/HttpInputStreamWithRelease.java,java,LongMethod,HttpInputStreamWithRelease,0
MLCQ_9471363_FeatureEnvy,hadoop-tools/hadoop-openstack/src/main/java/org/apache/hadoop/fs/swift/http/HttpInputStreamWithRelease.java,java,FeatureEnvy,HttpInputStreamWithRelease,0
MLCQ_7561940_DataClass,spring-web/src/main/java/org/springframework/web/context/support/ServletContextAttributeFactoryBean.java,java,DataClass,ServletContextAttributeFactoryBean,1
MLCQ_7561940_LargeClass,spring-web/src/main/java/org/springframework/web/context/support/ServletContextAttributeFactoryBean.java,java,LargeClass,ServletContextAttributeFactoryBean,0
MLCQ_7356691_LargeClass,source/com.microsoft.tfs.client.clc/src/com/microsoft/tfs/client/clc/vc/commands/CommandShelvesets.java,java,LargeClass,CommandShelvesets,1
MLCQ_7356691_DataClass,source/com.microsoft.tfs.client.clc/src/com/microsoft/tfs/client/clc/vc/commands/CommandShelvesets.java,java,DataClass,CommandShelvesets,0
MLCQ_7563653_FeatureEnvy,spring-websocket/src/main/java/org/springframework/web/socket/messaging/WebSocketAnnotationMethodMessageHandler.java,java,FeatureEnvy,getBeanType,0
MLCQ_7563653_LongMethod,spring-websocket/src/main/java/org/springframework/web/socket/messaging/WebSocketAnnotationMethodMessageHandler.java,java,LongMethod,getBeanType,0
MLCQ_7926604_LongMethod,plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/property/tasks/MultiInstanceLoopCharacteristicsDetailComposite.java,java,LongMethod,updateWidgets,1
MLCQ_7926604_FeatureEnvy,plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/property/tasks/MultiInstanceLoopCharacteristicsDetailComposite.java,java,FeatureEnvy,updateWidgets,0
MLCQ_4394144_LargeClass,rt/rs/extensions/rx2/src/main/java/org/apache/cxf/jaxrs/rx2/client/FlowableRxInvoker.java,java,LargeClass,FlowableRxInvoker,0
MLCQ_4394144_DataClass,rt/rs/extensions/rx2/src/main/java/org/apache/cxf/jaxrs/rx2/client/FlowableRxInvoker.java,java,DataClass,FlowableRxInvoker,0
MLCQ_3779095_DataClass,jstorm-core/src/main/java/backtype/storm/generated/Nimbus.java,java,DataClass,getNettyMetricSizeByHost_call,0
MLCQ_3779095_LargeClass,jstorm-core/src/main/java/backtype/storm/generated/Nimbus.java,java,LargeClass,getNettyMetricSizeByHost_call,0
MLCQ_6681713_FeatureEnvy,xml/bundles/org.eclipse.wst.xsd.ui/src-common/org/eclipse/wst/xsd/ui/internal/common/commands/UpdateStringLengthFacetCommand.java,java,FeatureEnvy,setMax,0
MLCQ_6681713_LongMethod,xml/bundles/org.eclipse.wst.xsd.ui/src-common/org/eclipse/wst/xsd/ui/internal/common/commands/UpdateStringLengthFacetCommand.java,java,LongMethod,setMax,0
MLCQ_5802620_LargeClass,tapestry-core/src/main/java/org/apache/tapestry5/internal/structure/ComponentPageElementImpl.java,java,LargeClass,BeginRenderPhase,0
MLCQ_5802620_DataClass,tapestry-core/src/main/java/org/apache/tapestry5/internal/structure/ComponentPageElementImpl.java,java,DataClass,BeginRenderPhase,0
MLCQ_7602224_FeatureEnvy,plugins/org.springframework.ide.eclipse.beans.ui/src/org/springframework/ide/eclipse/beans/ui/properties/model/PropertiesConfigSet.java,java,FeatureEnvy,moveConfigDown,0
MLCQ_7602224_LongMethod,plugins/org.springframework.ide.eclipse.beans.ui/src/org/springframework/ide/eclipse/beans/ui/properties/model/PropertiesConfigSet.java,java,LongMethod,moveConfigDown,0
MLCQ_4980296_LongMethod,clients/src/main/java/org/apache/kafka/common/PartitionInfo.java,java,LongMethod,toString,0
MLCQ_4980296_FeatureEnvy,clients/src/main/java/org/apache/kafka/common/PartitionInfo.java,java,FeatureEnvy,toString,0
MLCQ_3922349_LongMethod,discovery/local/src/main/java/org/apache/aries/rsa/discovery/endpoint/PropertiesMapper.java,java,LongMethod,fromProps,1
MLCQ_3922349_FeatureEnvy,discovery/local/src/main/java/org/apache/aries/rsa/discovery/endpoint/PropertiesMapper.java,java,FeatureEnvy,fromProps,0
MLCQ_4455297_DataClass,protocol/src/main/java/org/apache/drill/exec/proto/UserProtos.java,java,DataClass,Builder,0
MLCQ_4455297_LargeClass,protocol/src/main/java/org/apache/drill/exec/proto/UserProtos.java,java,LargeClass,Builder,1
MLCQ_4022541_LongMethod,modules/metadata/src/org/apache/axis2/jaxws/description/impl/DescriptionFactoryImpl.java,java,LongMethod,updateEndpoint,0
MLCQ_4022541_FeatureEnvy,modules/metadata/src/org/apache/axis2/jaxws/description/impl/DescriptionFactoryImpl.java,java,FeatureEnvy,updateEndpoint,0
MLCQ_7306360_LongMethod,spring-android-rest-template/src/main/java/org/springframework/http/converter/json/GsonHttpMessageConverter.java,java,LongMethod,readTypeToken,0
MLCQ_7306360_FeatureEnvy,spring-android-rest-template/src/main/java/org/springframework/http/converter/json/GsonHttpMessageConverter.java,java,FeatureEnvy,readTypeToken,0
MLCQ_5819659_DataClass,uimafit-core/src/main/java/org/apache/uima/fit/internal/ExtendedLogger.java,java,DataClass,ExtendedLogger,0
MLCQ_5819659_LargeClass,uimafit-core/src/main/java/org/apache/uima/fit/internal/ExtendedLogger.java,java,LargeClass,ExtendedLogger,0
MLCQ_8728960_LargeClass,modules/registry/registry-server/registry-api-stubs/src/main/java/org/apache/airavata/registry/api/RegistryService.java,java,LargeClass,getAllUserResourceProfiles,0
MLCQ_8728960_DataClass,modules/registry/registry-server/registry-api-stubs/src/main/java/org/apache/airavata/registry/api/RegistryService.java,java,DataClass,getAllUserResourceProfiles,0
MLCQ_9532758_LongMethod,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetQueueInfoResponse.java,java,LongMethod,newInstance,0
MLCQ_9532758_FeatureEnvy,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetQueueInfoResponse.java,java,FeatureEnvy,newInstance,0
MLCQ_7992251_LargeClass,org.eclipse.xtext.generator/src-gen/org/eclipse/xtext/generator/parser/antlr/debug/services/SimpleAntlrGrammarAccess.java,java,LargeClass,NotExpressionElements,0
MLCQ_7992251_DataClass,org.eclipse.xtext.generator/src-gen/org/eclipse/xtext/generator/parser/antlr/debug/services/SimpleAntlrGrammarAccess.java,java,DataClass,NotExpressionElements,0
MLCQ_4546223_LongMethod,fineract-provider/src/main/java/org/apache/fineract/infrastructure/jobs/service/JobRegisterServiceImpl.java,java,LongMethod,stopScheduler,0
MLCQ_4546223_FeatureEnvy,fineract-provider/src/main/java/org/apache/fineract/infrastructure/jobs/service/JobRegisterServiceImpl.java,java,FeatureEnvy,stopScheduler,0
MLCQ_5461682_LargeClass,pulsar-client/src/main/java/org/apache/pulsar/client/impl/ServiceNameResolver.java,java,LargeClass,ServiceNameResolver,0
MLCQ_5461682_DataClass,pulsar-client/src/main/java/org/apache/pulsar/client/impl/ServiceNameResolver.java,java,DataClass,ServiceNameResolver,0
MLCQ_7255679_LongMethod,plugins/jconsole/src/org/graalvm/visualvm/modules/jconsole/JConsolePluginWrapper.java,java,LongMethod,initPluginService,0
MLCQ_7255679_FeatureEnvy,plugins/jconsole/src/org/graalvm/visualvm/modules/jconsole/JConsolePluginWrapper.java,java,FeatureEnvy,initPluginService,0
MLCQ_8154696_FeatureEnvy,axis-rt-transport-jms/src/main/java/org/apache/axis/transport/jms/SimpleJMSListener.java,java,FeatureEnvy,createConnectorMap,0
MLCQ_8154696_LongMethod,axis-rt-transport-jms/src/main/java/org/apache/axis/transport/jms/SimpleJMSListener.java,java,LongMethod,createConnectorMap,0
MLCQ_5655899_LongMethod,core/sis-utility/src/main/java/org/apache/sis/util/collection/WeakValueHashMap.java,java,LongMethod,setValue,0
MLCQ_5655899_FeatureEnvy,core/sis-utility/src/main/java/org/apache/sis/util/collection/WeakValueHashMap.java,java,FeatureEnvy,setValue,0
MLCQ_8232375_DataClass,blocks/cocoon-portal/cocoon-portal-api/src/main/java/org/apache/cocoon/portal/event/LayoutEvent.java,java,DataClass,LayoutEvent,0
MLCQ_8232375_LargeClass,blocks/cocoon-portal/cocoon-portal-api/src/main/java/org/apache/cocoon/portal/event/LayoutEvent.java,java,LargeClass,LayoutEvent,0
MLCQ_6281757_LongMethod,jetty-server/src/main/java/org/eclipse/jetty/server/session/HouseKeeper.java,java,LongMethod,findScheduler,0
MLCQ_6281757_FeatureEnvy,jetty-server/src/main/java/org/eclipse/jetty/server/session/HouseKeeper.java,java,FeatureEnvy,findScheduler,0
MLCQ_6186565_FeatureEnvy,org.eclipse.egit.ui/src/org/eclipse/egit/ui/internal/preferences/GitDecoratorPreferencePage.java,java,FeatureEnvy,createContents,0
MLCQ_6186565_LongMethod,org.eclipse.egit.ui/src/org/eclipse/egit/ui/internal/preferences/GitDecoratorPreferencePage.java,java,LongMethod,createContents,1
MLCQ_4745800_LongMethod,json/src/main/java/org/netbeans/html/json/impl/SimpleList.java,java,LongMethod,checkAccess,0
MLCQ_4745800_FeatureEnvy,json/src/main/java/org/netbeans/html/json/impl/SimpleList.java,java,FeatureEnvy,checkAccess,0
MLCQ_3808598_FeatureEnvy,artemis-core-client/src/main/java/org/apache/activemq/artemis/core/client/impl/ClientConsumerImpl.java,java,FeatureEnvy,run,0
MLCQ_3808598_LongMethod,artemis-core-client/src/main/java/org/apache/activemq/artemis/core/client/impl/ClientConsumerImpl.java,java,LongMethod,run,0
MLCQ_8443434_FeatureEnvy,components/camel-openstack/src/main/java/org/apache/camel/component/openstack/keystone/producer/RegionProducer.java,java,FeatureEnvy,messageToRegion,0
MLCQ_8443434_LongMethod,components/camel-openstack/src/main/java/org/apache/camel/component/openstack/keystone/producer/RegionProducer.java,java,LongMethod,messageToRegion,0
MLCQ_9409891_FeatureEnvy,src/java.naming/share/classes/com/sun/jndi/toolkit/url/GenericURLContext.java,java,FeatureEnvy,getContinuationContext,0
MLCQ_9409891_LongMethod,src/java.naming/share/classes/com/sun/jndi/toolkit/url/GenericURLContext.java,java,LongMethod,getContinuationContext,0
MLCQ_5760043_LongMethod,tajo-thirdparty/asm/src/main/java/org/apache/tajo/org/objectweb/asm/util/ASMifier.java,java,LongMethod,declareFrameTypes,0
MLCQ_5760043_FeatureEnvy,tajo-thirdparty/asm/src/main/java/org/apache/tajo/org/objectweb/asm/util/ASMifier.java,java,FeatureEnvy,declareFrameTypes,0
MLCQ_4131952_LargeClass,core/src/main/java/org/apache/calcite/util/ImmutableBitSet.java,java,LargeClass,ImmutableBitSet,1
MLCQ_4131952_DataClass,core/src/main/java/org/apache/calcite/util/ImmutableBitSet.java,java,DataClass,ImmutableBitSet,0
MLCQ_3924473_FeatureEnvy,core/src/main/java/org/apache/accumulo/core/clientImpl/thrift/ClientService.java,java,FeatureEnvy,setTblNspcPerm,0
MLCQ_3924473_LongMethod,core/src/main/java/org/apache/accumulo/core/clientImpl/thrift/ClientService.java,java,LongMethod,setTblNspcPerm,0
MLCQ_5091269_FeatureEnvy,community/mahout-mr/mr/src/main/java/org/apache/mahout/classifier/df/mapreduce/MapredMapper.java,java,FeatureEnvy,configure,0
MLCQ_5091269_LongMethod,community/mahout-mr/mr/src/main/java/org/apache/mahout/classifier/df/mapreduce/MapredMapper.java,java,LongMethod,configure,0
MLCQ_4486552_LongMethod,ctakes-dictionary-lookup/src/main/java/org/apache/ctakes/dictionary/lookup/filter/MetaDataPostLookupFilterImpl.java,java,LongMethod,getMetaDataValue,0
MLCQ_4486552_FeatureEnvy,ctakes-dictionary-lookup/src/main/java/org/apache/ctakes/dictionary/lookup/filter/MetaDataPostLookupFilterImpl.java,java,FeatureEnvy,getMetaDataValue,0
MLCQ_8346167_DataClass,org.aspectj.ajdt.core/src/main/java/org/aspectj/org/eclipse/jdt/core/dom/IdentifierTypePattern.java,java,DataClass,IdentifierTypePattern,0
MLCQ_8346167_LargeClass,org.aspectj.ajdt.core/src/main/java/org/aspectj/org/eclipse/jdt/core/dom/IdentifierTypePattern.java,java,LargeClass,IdentifierTypePattern,0
MLCQ_8219824_LongMethod,org.eclipse.xtend.idea/src-gen/org/eclipse/xtend/core/idea/parser/antlr/internal/PsiInternalXtendLexer.java,java,LongMethod,mKW_Import,0
MLCQ_8219824_FeatureEnvy,org.eclipse.xtend.idea/src-gen/org/eclipse/xtend/core/idea/parser/antlr/internal/PsiInternalXtendLexer.java,java,FeatureEnvy,mKW_Import,0
MLCQ_6703396_LongMethod,xsl/bundles/org.eclipse.wst.xsl.core/src/org/eclipse/wst/xsl/core/model/Template.java,java,LongMethod,getModelType,0
MLCQ_6703396_FeatureEnvy,xsl/bundles/org.eclipse.wst.xsl.core/src/org/eclipse/wst/xsl/core/model/Template.java,java,FeatureEnvy,getModelType,0
MLCQ_7727842_FeatureEnvy,xenon-common/src/main/java/com/vmware/xenon/common/ServiceHost.java,java,FeatureEnvy,selectOwner,0
MLCQ_7727842_LongMethod,xenon-common/src/main/java/com/vmware/xenon/common/ServiceHost.java,java,LongMethod,selectOwner,0
MLCQ_5491608_DataClass,perftests/src/main/java/org/apache/qpid/disttest/message/Response.java,java,DataClass,Response,0
MLCQ_5491608_LargeClass,perftests/src/main/java/org/apache/qpid/disttest/message/Response.java,java,LargeClass,Response,0
MLCQ_8190652_LargeClass,core/src/main/java/org/apache/commons/jelly/tags/core/NewTag.java,java,LargeClass,NewTag,0
MLCQ_8190652_DataClass,core/src/main/java/org/apache/commons/jelly/tags/core/NewTag.java,java,DataClass,NewTag,0
MLCQ_8043430_DataClass,org.eclipse.titan.designer/src/org/eclipse/titan/designer/finddefinition/DefinitionFinder.java,java,DataClass,DefinitionFinder,0
MLCQ_8043430_LargeClass,org.eclipse.titan.designer/src/org/eclipse/titan/designer/finddefinition/DefinitionFinder.java,java,LargeClass,DefinitionFinder,0
MLCQ_4772031_LongMethod,samoa-api/src/main/java/org/apache/samoa/moa/classifiers/core/attributeclassobservers/NominalAttributeClassObserver.java,java,LongMethod,probabilityOfAttributeValueGivenClass,0
MLCQ_4772031_FeatureEnvy,samoa-api/src/main/java/org/apache/samoa/moa/classifiers/core/attributeclassobservers/NominalAttributeClassObserver.java,java,FeatureEnvy,probabilityOfAttributeValueGivenClass,0
MLCQ_4568919_LongMethod,fop-core/src/main/java/org/apache/fop/fonts/truetype/OpenFont.java,java,LongMethod,readFont,1
MLCQ_4568919_FeatureEnvy,fop-core/src/main/java/org/apache/fop/fonts/truetype/OpenFont.java,java,FeatureEnvy,readFont,0
MLCQ_9079412_DataClass,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/lookup/AnnotationHolder.java,java,DataClass,MethodHolder,0
MLCQ_9079412_LargeClass,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/lookup/AnnotationHolder.java,java,LargeClass,MethodHolder,0
MLCQ_6522676_DataClass,bundles/automation/org.eclipse.smarthome.automation.module.core/src/main/java/org/eclipse/smarthome/automation/module/core/handler/RunRuleActionHandler.java,java,DataClass,RunRuleActionHandler,0
MLCQ_6522676_LargeClass,bundles/automation/org.eclipse.smarthome.automation.module.core/src/main/java/org/eclipse/smarthome/automation/module/core/handler/RunRuleActionHandler.java,java,LargeClass,RunRuleActionHandler,0
MLCQ_3782985_FeatureEnvy,library/core/src/main/java/com/google/android/exoplayer2/extractor/mkv/MatroskaExtractor.java,java,FeatureEnvy,parseMsAcmCodecPrivate,0
MLCQ_3782985_LongMethod,library/core/src/main/java/com/google/android/exoplayer2/extractor/mkv/MatroskaExtractor.java,java,LongMethod,parseMsAcmCodecPrivate,0
MLCQ_8348990_LongMethod,weaver/src/main/java/org/aspectj/weaver/bcel/AtAjAttributes.java,java,LongMethod,handleAspectAnnotation,1
MLCQ_8348990_FeatureEnvy,weaver/src/main/java/org/aspectj/weaver/bcel/AtAjAttributes.java,java,FeatureEnvy,handleAspectAnnotation,0
MLCQ_4865733_LargeClass,pinot-common/src/main/java/org/apache/pinot/common/restlet/resources/RebalanceResult.java,java,LargeClass,RebalanceResult,0
MLCQ_4865733_DataClass,pinot-common/src/main/java/org/apache/pinot/common/restlet/resources/RebalanceResult.java,java,DataClass,RebalanceResult,0
MLCQ_5689800_DataClass,core/src/main/java/org/apache/struts2/factory/StrutsActionProxy.java,java,DataClass,StrutsActionProxy,0
MLCQ_5689800_LargeClass,core/src/main/java/org/apache/struts2/factory/StrutsActionProxy.java,java,LargeClass,StrutsActionProxy,0
MLCQ_6541577_DataClass,examples/org.eclipse.xsemantics.example.lambda/old/src-gen-ts/org/xtypes/example/lambda/typesystem/lambda/rules/NotOccurVarInArrowTypeRule.java,java,DataClass,NotOccurVarInArrowTypeRule,0
MLCQ_6541577_LargeClass,examples/org.eclipse.xsemantics.example.lambda/old/src-gen-ts/org/xtypes/example/lambda/typesystem/lambda/rules/NotOccurVarInArrowTypeRule.java,java,LargeClass,NotOccurVarInArrowTypeRule,0
MLCQ_4240751_DataClass,core/src/main/java/org/apache/commons/functor/core/algorithm/FoldLeft.java,java,DataClass,FoldLeft,0
MLCQ_4240751_LargeClass,core/src/main/java/org/apache/commons/functor/core/algorithm/FoldLeft.java,java,LargeClass,FoldLeft,0
MLCQ_8182379_LongMethod,activemq-client/src/main/java/org/apache/activemq/openwire/v1/MessageDispatchNotificationMarshaller.java,java,LongMethod,tightMarshal1,0
MLCQ_8182379_FeatureEnvy,activemq-client/src/main/java/org/apache/activemq/openwire/v1/MessageDispatchNotificationMarshaller.java,java,FeatureEnvy,tightMarshal1,0
MLCQ_4571455_LongMethod,fop-core/src/main/java/org/apache/fop/layoutmgr/table/ColumnSetup.java,java,LongMethod,computeTableUnit,1
MLCQ_4571455_FeatureEnvy,fop-core/src/main/java/org/apache/fop/layoutmgr/table/ColumnSetup.java,java,FeatureEnvy,computeTableUnit,0
MLCQ_6034374_FeatureEnvy,org.eclipse.cft.server.ui/src/org/eclipse/cft/server/ui/internal/wizards/ConnectSsoServerDialog.java,java,FeatureEnvy,run,0
MLCQ_6034374_LongMethod,org.eclipse.cft.server.ui/src/org/eclipse/cft/server/ui/internal/wizards/ConnectSsoServerDialog.java,java,LongMethod,run,0
MLCQ_7291569_LongMethod,org.grails.ide.eclipse.runonserver/src/org/grails/ide/eclipse/runonserver/GrailsProjectPropertyTester.java,java,LongMethod,test,0
MLCQ_7291569_FeatureEnvy,org.grails.ide.eclipse.runonserver/src/org/grails/ide/eclipse/runonserver/GrailsProjectPropertyTester.java,java,FeatureEnvy,test,0
MLCQ_8909910_LongMethod,llap-server/src/java/org/apache/hadoop/hive/llap/counters/QueryFragmentCounters.java,java,LongMethod,recordAllocBytes,0
MLCQ_8909910_FeatureEnvy,llap-server/src/java/org/apache/hadoop/hive/llap/counters/QueryFragmentCounters.java,java,FeatureEnvy,recordAllocBytes,0
MLCQ_6279768_LargeClass,org.eclipse.jgit.ssh.apache/src/org/eclipse/jgit/transport/sshd/SshdSession.java,java,LargeClass,SshdSession,1
MLCQ_6279768_DataClass,org.eclipse.jgit.ssh.apache/src/org/eclipse/jgit/transport/sshd/SshdSession.java,java,DataClass,SshdSession,0
MLCQ_6370656_FeatureEnvy,bundles/org.eclipse.e4.ui.progress/src/org/eclipse/e4/ui/progress/internal/FinishedJobs.java,java,FeatureEnvy,findJobsToRemove,0
MLCQ_6370656_LongMethod,bundles/org.eclipse.e4.ui.progress/src/org/eclipse/e4/ui/progress/internal/FinishedJobs.java,java,LongMethod,findJobsToRemove,0
MLCQ_6334421_DataClass,console/module/device/src/main/java/org/eclipse/kapua/app/console/module/device/server/GwtDeviceServiceImpl.java,java,DataClass,GwtDeviceServiceImpl,0
MLCQ_6334421_LargeClass,console/module/device/src/main/java/org/eclipse/kapua/app/console/module/device/server/GwtDeviceServiceImpl.java,java,LargeClass,GwtDeviceServiceImpl,0
MLCQ_5280072_LongMethod,webbeans-impl/src/main/java/org/apache/webbeans/container/BeanManagerImpl.java,java,LongMethod,addAdditionalQualifier,0
